"month","day","year","deaths","date"
"722",12,22,2016,109,2016-12-22
"723",12,23,2016,96,2016-12-23
"724",12,24,2016,125,2016-12-24
"725",12,25,2016,85,2016-12-25
"726",12,26,2016,107,2016-12-26
"727",12,27,2016,114,2016-12-27
"728",12,28,2016,95,2016-12-28
"729",12,29,2016,88,2016-12-29
"730",12,30,2016,94,2016-12-30
"731",12,31,2016,120,2016-12-31
"732",1,1,2017,107,2017-01-01
"733",1,2,2017,108,2017-01-02
"734",1,3,2017,115,2017-01-03
"735",1,4,2017,81,2017-01-04
"736",1,5,2017,79,2017-01-05
"737",1,6,2017,90,2017-01-06
"738",1,7,2017,116,2017-01-07
"739",1,8,2017,108,2017-01-08
"740",1,9,2017,81,2017-01-09
"741",1,10,2017,85,2017-01-10
"742",1,11,2017,77,2017-01-11
"743",1,12,2017,75,2017-01-12
"744",1,13,2017,84,2017-01-13
"745",1,14,2017,103,2017-01-14
"746",1,15,2017,104,2017-01-15
"747",1,16,2017,103,2017-01-16
"748",1,17,2017,85,2017-01-17
"749",1,18,2017,94,2017-01-18
"750",1,19,2017,91,2017-01-19
"751",1,20,2017,88,2017-01-20
"752",1,21,2017,102,2017-01-21
"753",1,22,2017,90,2017-01-22
"754",1,23,2017,95,2017-01-23
"755",1,24,2017,87,2017-01-24
"756",1,25,2017,96,2017-01-25
"757",1,26,2017,94,2017-01-26
"758",1,27,2017,81,2017-01-27
"759",1,28,2017,99,2017-01-28
"760",1,29,2017,97,2017-01-29
"761",1,30,2017,97,2017-01-30
"762",1,31,2017,82,2017-01-31
"763",2,1,2017,93,2017-02-01
"764",2,2,2017,88,2017-02-02
"765",2,3,2017,68,2017-02-03
"766",2,4,2017,76,2017-02-04
"767",2,5,2017,71,2017-02-05
"768",2,6,2017,81,2017-02-06
"769",2,7,2017,94,2017-02-07
"770",2,8,2017,82,2017-02-08
"771",2,9,2017,105,2017-02-09
"772",2,10,2017,79,2017-02-10
"773",2,11,2017,89,2017-02-11
"774",2,12,2017,86,2017-02-12
"775",2,13,2017,67,2017-02-13
"776",2,14,2017,86,2017-02-14
"777",2,15,2017,85,2017-02-15
"778",2,16,2017,73,2017-02-16
"779",2,17,2017,86,2017-02-17
"780",2,18,2017,87,2017-02-18
"781",2,19,2017,89,2017-02-19
"782",2,20,2017,84,2017-02-20
"783",2,21,2017,78,2017-02-21
"784",2,22,2017,81,2017-02-22
"785",2,23,2017,79,2017-02-23
"786",2,24,2017,82,2017-02-24
"787",2,25,2017,75,2017-02-25
"788",2,26,2017,76,2017-02-26
"789",2,27,2017,91,2017-02-27
"790",2,28,2017,84,2017-02-28
"791",3,1,2017,73,2017-03-01
"792",3,2,2017,89,2017-03-02
"793",3,3,2017,57,2017-03-03
"794",3,4,2017,90,2017-03-04
"795",3,5,2017,92,2017-03-05
"796",3,6,2017,78,2017-03-06
"797",3,7,2017,78,2017-03-07
"798",3,8,2017,81,2017-03-08
"799",3,9,2017,93,2017-03-09
"800",3,10,2017,97,2017-03-10
"801",3,11,2017,95,2017-03-11
"802",3,12,2017,81,2017-03-12
"803",3,13,2017,89,2017-03-13
"804",3,14,2017,69,2017-03-14
"805",3,15,2017,69,2017-03-15
"806",3,16,2017,82,2017-03-16
"807",3,17,2017,91,2017-03-17
"808",3,18,2017,70,2017-03-18
"809",3,19,2017,82,2017-03-19
"810",3,20,2017,82,2017-03-20
"811",3,21,2017,76,2017-03-21
"812",3,22,2017,89,2017-03-22
"813",3,23,2017,73,2017-03-23
"814",3,24,2017,78,2017-03-24
"815",3,25,2017,88,2017-03-25
"816",3,26,2017,80,2017-03-26
"817",3,27,2017,88,2017-03-27
"818",3,28,2017,67,2017-03-28
"819",3,29,2017,73,2017-03-29
"820",3,30,2017,72,2017-03-30
"821",3,31,2017,72,2017-03-31
"822",4,1,2017,89,2017-04-01
"823",4,2,2017,94,2017-04-02
"824",4,3,2017,81,2017-04-03
"825",4,4,2017,92,2017-04-04
"826",4,5,2017,57,2017-04-05
"827",4,6,2017,72,2017-04-06
"828",4,7,2017,80,2017-04-07
"829",4,8,2017,88,2017-04-08
"830",4,9,2017,86,2017-04-09
"831",4,10,2017,88,2017-04-10
"832",4,11,2017,86,2017-04-11
"833",4,12,2017,82,2017-04-12
"834",4,13,2017,74,2017-04-13
"835",4,14,2017,77,2017-04-14
"836",4,15,2017,74,2017-04-15
"837",4,16,2017,80,2017-04-16
"838",4,17,2017,79,2017-04-17
"839",4,18,2017,73,2017-04-18
"840",4,19,2017,82,2017-04-19
"841",4,20,2017,84,2017-04-20
"842",4,21,2017,70,2017-04-21
"843",4,22,2017,71,2017-04-22
"844",4,23,2017,84,2017-04-23
"845",4,24,2017,73,2017-04-24
"846",4,25,2017,90,2017-04-25
"847",4,26,2017,81,2017-04-26
"848",4,27,2017,65,2017-04-27
"849",4,28,2017,64,2017-04-28
"850",4,29,2017,97,2017-04-29
"851",4,30,2017,79,2017-04-30
"852",5,1,2017,62,2017-05-01
"853",5,2,2017,93,2017-05-02
"854",5,3,2017,73,2017-05-03
"855",5,4,2017,80,2017-05-04
"856",5,5,2017,62,2017-05-05
"857",5,6,2017,59,2017-05-06
"858",5,7,2017,87,2017-05-07
"859",5,8,2017,70,2017-05-08
"860",5,9,2017,87,2017-05-09
"861",5,10,2017,57,2017-05-10
"862",5,11,2017,69,2017-05-11
"863",5,12,2017,78,2017-05-12
"864",5,13,2017,86,2017-05-13
"865",5,14,2017,81,2017-05-14
"866",5,15,2017,85,2017-05-15
"867",5,16,2017,94,2017-05-16
"868",5,17,2017,85,2017-05-17
"869",5,18,2017,74,2017-05-18
"870",5,19,2017,77,2017-05-19
"871",5,20,2017,70,2017-05-20
"872",5,21,2017,83,2017-05-21
"873",5,22,2017,84,2017-05-22
"874",5,23,2017,68,2017-05-23
"875",5,24,2017,81,2017-05-24
"876",5,25,2017,83,2017-05-25
"877",5,26,2017,91,2017-05-26
"878",5,27,2017,88,2017-05-27
"879",5,28,2017,62,2017-05-28
"880",5,29,2017,72,2017-05-29
"881",5,30,2017,71,2017-05-30
"882",5,31,2017,78,2017-05-31
"883",6,1,2017,75,2017-06-01
"884",6,2,2017,75,2017-06-02
"885",6,3,2017,82,2017-06-03
"886",6,4,2017,83,2017-06-04
"887",6,5,2017,78,2017-06-05
"888",6,6,2017,70,2017-06-06
"889",6,7,2017,96,2017-06-07
"890",6,8,2017,65,2017-06-08
"891",6,9,2017,61,2017-06-09
"892",6,10,2017,72,2017-06-10
"893",6,11,2017,79,2017-06-11
"894",6,12,2017,95,2017-06-12
"895",6,13,2017,80,2017-06-13
"896",6,14,2017,82,2017-06-14
"897",6,15,2017,77,2017-06-15
"898",6,16,2017,97,2017-06-16
"899",6,17,2017,80,2017-06-17
"900",6,18,2017,74,2017-06-18
"901",6,19,2017,79,2017-06-19
"902",6,20,2017,76,2017-06-20
"903",6,21,2017,75,2017-06-21
"904",6,22,2017,77,2017-06-22
"905",6,23,2017,83,2017-06-23
"906",6,24,2017,86,2017-06-24
"907",6,25,2017,88,2017-06-25
"908",6,26,2017,82,2017-06-26
"909",6,27,2017,74,2017-06-27
"910",6,28,2017,88,2017-06-28
"911",6,29,2017,62,2017-06-29
"912",6,30,2017,78,2017-06-30
"913",7,1,2017,78,2017-07-01
"914",7,2,2017,82,2017-07-02
"915",7,3,2017,82,2017-07-03
"916",7,4,2017,65,2017-07-04
"917",7,5,2017,83,2017-07-05
"918",7,6,2017,74,2017-07-06
"919",7,7,2017,71,2017-07-07
"920",7,8,2017,73,2017-07-08
"921",7,9,2017,60,2017-07-09
"922",7,10,2017,71,2017-07-10
"923",7,11,2017,74,2017-07-11
"924",7,12,2017,65,2017-07-12
"925",7,13,2017,89,2017-07-13
"926",7,14,2017,80,2017-07-14
"927",7,15,2017,76,2017-07-15
"928",7,16,2017,89,2017-07-16
"929",7,17,2017,85,2017-07-17
"930",7,18,2017,68,2017-07-18
"931",7,19,2017,71,2017-07-19
"932",7,20,2017,65,2017-07-20
"933",7,21,2017,68,2017-07-21
"934",7,22,2017,95,2017-07-22
"935",7,23,2017,83,2017-07-23
"936",7,24,2017,84,2017-07-24
"937",7,25,2017,66,2017-07-25
"938",7,26,2017,78,2017-07-26
"939",7,27,2017,72,2017-07-27
"940",7,28,2017,80,2017-07-28
"941",7,29,2017,84,2017-07-29
"942",7,30,2017,90,2017-07-30
"943",7,31,2017,66,2017-07-31
"944",8,1,2017,105,2017-08-01
"945",8,2,2017,73,2017-08-02
"946",8,3,2017,87,2017-08-03
"947",8,4,2017,82,2017-08-04
"948",8,5,2017,79,2017-08-05
"949",8,6,2017,70,2017-08-06
"950",8,7,2017,74,2017-08-07
"951",8,8,2017,67,2017-08-08
"952",8,9,2017,71,2017-08-09
"953",8,10,2017,73,2017-08-10
"954",8,11,2017,79,2017-08-11
"955",8,12,2017,77,2017-08-12
"956",8,13,2017,87,2017-08-13
"957",8,14,2017,70,2017-08-14
"958",8,15,2017,79,2017-08-15
"959",8,16,2017,71,2017-08-16
"960",8,17,2017,66,2017-08-17
"961",8,18,2017,70,2017-08-18
"962",8,19,2017,77,2017-08-19
"963",8,20,2017,70,2017-08-20
"964",8,21,2017,76,2017-08-21
"965",8,22,2017,65,2017-08-22
"966",8,23,2017,69,2017-08-23
"967",8,24,2017,73,2017-08-24
"968",8,25,2017,66,2017-08-25
"969",8,26,2017,73,2017-08-26
"970",8,27,2017,97,2017-08-27
"971",8,28,2017,57,2017-08-28
"972",8,29,2017,80,2017-08-29
"973",8,30,2017,62,2017-08-30
"974",8,31,2017,76,2017-08-31
"975",9,1,2017,94,2017-09-01
"976",9,2,2017,69,2017-09-02
"977",9,3,2017,80,2017-09-03
"978",9,4,2017,84,2017-09-04
"979",9,5,2017,74,2017-09-05
"980",9,6,2017,83,2017-09-06
"981",9,7,2017,87,2017-09-07
"982",9,8,2017,94,2017-09-08
"983",9,9,2017,72,2017-09-09
"984",9,10,2017,98,2017-09-10
"985",9,11,2017,92,2017-09-11
"986",9,12,2017,80,2017-09-12
"987",9,13,2017,100,2017-09-13
"988",9,14,2017,79,2017-09-14
"989",9,15,2017,84,2017-09-15
"990",9,16,2017,80,2017-09-16
"991",9,17,2017,88,2017-09-17
"992",9,18,2017,78,2017-09-18
"993",9,19,2017,75,2017-09-19
"994",9,20,2017,106,2017-09-20
"995",9,21,2017,124,2017-09-21
"996",9,22,2017,110,2017-09-22
"997",9,23,2017,109,2017-09-23
"998",9,24,2017,122,2017-09-24
"999",9,25,2017,137,2017-09-25
"1000",9,26,2017,132,2017-09-26
"1001",9,27,2017,122,2017-09-27
"1002",9,28,2017,112,2017-09-28
"1003",9,29,2017,131,2017-09-29
"1004",9,30,2017,132,2017-09-30
"1005",10,1,2017,104,2017-10-01
"1006",10,2,2017,108,2017-10-02
"1007",10,3,2017,121,2017-10-03
"1008",10,4,2017,117,2017-10-04
"1009",10,5,2017,112,2017-10-05
"1010",10,6,2017,126,2017-10-06
"1011",10,7,2017,106,2017-10-07
"1012",10,8,2017,97,2017-10-08
"1013",10,9,2017,90,2017-10-09
"1014",10,10,2017,97,2017-10-10
"1015",10,11,2017,98,2017-10-11
"1016",10,12,2017,93,2017-10-12
"1017",10,13,2017,98,2017-10-13
"1018",10,14,2017,101,2017-10-14
"1019",10,15,2017,94,2017-10-15
"1020",10,16,2017,77,2017-10-16
"1021",10,17,2017,86,2017-10-17
"1022",10,18,2017,90,2017-10-18
"1023",10,19,2017,107,2017-10-19
"1024",10,20,2017,87,2017-10-20
"1025",10,21,2017,84,2017-10-21
"1026",10,22,2017,102,2017-10-22
"1027",10,23,2017,97,2017-10-23
"1028",10,24,2017,98,2017-10-24
"1029",10,25,2017,94,2017-10-25
"1030",10,26,2017,96,2017-10-26
"1031",10,27,2017,107,2017-10-27
"1032",10,28,2017,100,2017-10-28
"1033",10,29,2017,88,2017-10-29
"1034",10,30,2017,95,2017-10-30
"1035",10,31,2017,70,2017-10-31
"1036",11,1,2017,82,2017-11-01
"1037",11,2,2017,95,2017-11-02
"1038",11,3,2017,72,2017-11-03
"1039",11,4,2017,91,2017-11-04
"1040",11,5,2017,83,2017-11-05
"1041",11,6,2017,83,2017-11-06
"1042",11,7,2017,88,2017-11-07
"1043",11,8,2017,85,2017-11-08
"1044",11,9,2017,82,2017-11-09
"1045",11,10,2017,79,2017-11-10
"1046",11,11,2017,99,2017-11-11
"1047",11,12,2017,87,2017-11-12
"1048",11,13,2017,84,2017-11-13
"1049",11,14,2017,87,2017-11-14
"1050",11,15,2017,86,2017-11-15
"1051",11,16,2017,75,2017-11-16
"1052",11,17,2017,98,2017-11-17
"1053",11,18,2017,96,2017-11-18
"1054",11,19,2017,77,2017-11-19
"1055",11,20,2017,98,2017-11-20
"1056",11,21,2017,81,2017-11-21
"1057",11,22,2017,95,2017-11-22
"1058",11,23,2017,87,2017-11-23
"1059",11,24,2017,115,2017-11-24
"1060",11,25,2017,86,2017-11-25
"1061",11,26,2017,80,2017-11-26
"1062",11,27,2017,102,2017-11-27
"1063",11,28,2017,98,2017-11-28
"1064",11,29,2017,99,2017-11-29
"1065",11,30,2017,101,2017-11-30
"1066",12,1,2017,91,2017-12-01
"1067",12,2,2017,88,2017-12-02
"1068",12,3,2017,80,2017-12-03
"1069",12,4,2017,100,2017-12-04
"1070",12,5,2017,81,2017-12-05
"1071",12,6,2017,85,2017-12-06
"1072",12,7,2017,91,2017-12-07
"1073",12,8,2017,93,2017-12-08
"1074",12,9,2017,87,2017-12-09
"1075",12,10,2017,93,2017-12-10
"1076",12,11,2017,98,2017-12-11
"1077",12,12,2017,71,2017-12-12
"1078",12,13,2017,101,2017-12-13
"1079",12,14,2017,107,2017-12-14
"1080",12,15,2017,88,2017-12-15
"1081",12,16,2017,94,2017-12-16
"1082",12,17,2017,92,2017-12-17
"1083",12,18,2017,94,2017-12-18
"1084",12,19,2017,82,2017-12-19
"1085",12,20,2017,76,2017-12-20
"1086",12,21,2017,95,2017-12-21
"1087",12,22,2017,105,2017-12-22
"1088",12,23,2017,106,2017-12-23
"1089",12,24,2017,80,2017-12-24
"1090",12,25,2017,79,2017-12-25
"1091",12,26,2017,103,2017-12-26
"1092",12,27,2017,95,2017-12-27
"1093",12,28,2017,93,2017-12-28
"1094",12,29,2017,83,2017-12-29
"1095",12,30,2017,87,2017-12-30
"1096",12,31,2017,102,2017-12-31
"1097",1,1,2018,95,2018-01-01
"1098",1,2,2018,107,2018-01-02
"1099",1,3,2018,92,2018-01-03
"1100",1,4,2018,108,2018-01-04
"1101",1,5,2018,94,2018-01-05
"1102",1,6,2018,87,2018-01-06
"1103",1,7,2018,97,2018-01-07
"1104",1,8,2018,85,2018-01-08
"1105",1,9,2018,91,2018-01-09
"1106",1,10,2018,89,2018-01-10
"1107",1,11,2018,94,2018-01-11
"1108",1,12,2018,92,2018-01-12
"1109",1,13,2018,107,2018-01-13
"1110",1,14,2018,90,2018-01-14
"1111",1,15,2018,93,2018-01-15
"1112",1,16,2018,103,2018-01-16
"1113",1,17,2018,83,2018-01-17
"1114",1,18,2018,96,2018-01-18
"1115",1,19,2018,75,2018-01-19
"1116",1,20,2018,99,2018-01-20
"1117",1,21,2018,91,2018-01-21
"1118",1,22,2018,95,2018-01-22
"1119",1,23,2018,67,2018-01-23
"1120",1,24,2018,93,2018-01-24
"1121",1,25,2018,86,2018-01-25
"1122",1,26,2018,93,2018-01-26
"1123",1,27,2018,86,2018-01-27
"1124",1,28,2018,91,2018-01-28
"1125",1,29,2018,88,2018-01-29
"1126",1,30,2018,82,2018-01-30
"1127",1,31,2018,72,2018-01-31
"1128",2,1,2018,82,2018-02-01
"1129",2,2,2018,113,2018-02-02
"1130",2,3,2018,93,2018-02-03
"1131",2,4,2018,76,2018-02-04
"1132",2,5,2018,67,2018-02-05
"1133",2,6,2018,90,2018-02-06
"1134",2,7,2018,79,2018-02-07
"1135",2,8,2018,81,2018-02-08
"1136",2,9,2018,104,2018-02-09
"1137",2,10,2018,99,2018-02-10
"1138",2,11,2018,86,2018-02-11
"1139",2,12,2018,85,2018-02-12
"1140",2,13,2018,89,2018-02-13
"1141",2,14,2018,91,2018-02-14
"1142",2,15,2018,86,2018-02-15
"1143",2,16,2018,83,2018-02-16
"1144",2,17,2018,78,2018-02-17
"1145",2,18,2018,76,2018-02-18
"1146",2,19,2018,87,2018-02-19
"1147",2,20,2018,71,2018-02-20
"1148",2,21,2018,85,2018-02-21
"1149",2,22,2018,89,2018-02-22
"1150",2,23,2018,81,2018-02-23
"1151",2,24,2018,96,2018-02-24
"1152",2,25,2018,97,2018-02-25
"1153",2,26,2018,95,2018-02-26
"1154",2,27,2018,99,2018-02-27
"1155",2,28,2018,90,2018-02-28
"1156",3,1,2018,110,2018-03-01
"1157",3,2,2018,95,2018-03-02
"1158",3,3,2018,103,2018-03-03
"1159",3,4,2018,85,2018-03-04
"1160",3,5,2018,94,2018-03-05
"1161",3,6,2018,90,2018-03-06
"1162",3,7,2018,80,2018-03-07
"1163",3,8,2018,79,2018-03-08
"1164",3,9,2018,79,2018-03-09
"1165",3,10,2018,84,2018-03-10
"1166",3,11,2018,96,2018-03-11
"1167",3,12,2018,94,2018-03-12
"1168",3,13,2018,99,2018-03-13
"1169",3,14,2018,94,2018-03-14
"1170",3,15,2018,85,2018-03-15
"1171",3,16,2018,92,2018-03-16
"1172",3,17,2018,63,2018-03-17
"1173",3,18,2018,78,2018-03-18
"1174",3,19,2018,81,2018-03-19
"1175",3,20,2018,79,2018-03-20
"1176",3,21,2018,85,2018-03-21
"1177",3,22,2018,80,2018-03-22
"1178",3,23,2018,95,2018-03-23
"1179",3,24,2018,79,2018-03-24
"1180",3,25,2018,81,2018-03-25
"1181",3,26,2018,66,2018-03-26
"1182",3,27,2018,83,2018-03-27
"1183",3,28,2018,80,2018-03-28
"1184",3,29,2018,65,2018-03-29
"1185",3,30,2018,89,2018-03-30
"1186",3,31,2018,80,2018-03-31
"1187",4,1,2018,87,2018-04-01
"1188",4,2,2018,65,2018-04-02
"1189",4,3,2018,67,2018-04-03
"1190",4,4,2018,88,2018-04-04
"1191",4,5,2018,93,2018-04-05
"1192",4,6,2018,84,2018-04-06
"1193",4,7,2018,76,2018-04-07
"1194",4,8,2018,67,2018-04-08
"1195",4,9,2018,78,2018-04-09
"1196",4,10,2018,68,2018-04-10
"1197",4,11,2018,75,2018-04-11
"1198",4,12,2018,77,2018-04-12
"1199",4,13,2018,78,2018-04-13
"1200",4,14,2018,67,2018-04-14
"1201",4,15,2018,75,2018-04-15
"1202",4,16,2018,66,2018-04-16
"1203",4,17,2018,70,2018-04-17
"1204",4,18,2018,80,2018-04-18
"1205",4,19,2018,72,2018-04-19
"1206",4,20,2018,67,2018-04-20
"1207",4,21,2018,70,2018-04-21
"1208",4,22,2018,71,2018-04-22
"1209",4,23,2018,67,2018-04-23
"1210",4,24,2018,53,2018-04-24
"1211",4,25,2018,77,2018-04-25
"1212",4,26,2018,77,2018-04-26
"1213",4,27,2018,69,2018-04-27
"1214",4,28,2018,80,2018-04-28
"1215",4,29,2018,82,2018-04-29
"1216",4,30,2018,72,2018-04-30
"1217",5,1,2018,83,2018-05-01
"1218",5,2,2018,65,2018-05-02
"1219",5,3,2018,71,2018-05-03
"1220",5,4,2018,67,2018-05-04
"1221",5,5,2018,82,2018-05-05
"1222",5,6,2018,82,2018-05-06
"1223",5,7,2018,78,2018-05-07
"1224",5,8,2018,83,2018-05-08
"1225",5,9,2018,66,2018-05-09
"1226",5,10,2018,80,2018-05-10
"1227",5,11,2018,80,2018-05-11
"1228",5,12,2018,81,2018-05-12
"1229",5,13,2018,74,2018-05-13
"1230",5,14,2018,68,2018-05-14
"1231",5,15,2018,73,2018-05-15
"1232",5,16,2018,59,2018-05-16
"1233",5,17,2018,72,2018-05-17
"1234",5,18,2018,73,2018-05-18
"1235",5,19,2018,62,2018-05-19
"1236",5,20,2018,65,2018-05-20
"1237",5,21,2018,63,2018-05-21
"1238",5,22,2018,57,2018-05-22
"1239",5,23,2018,61,2018-05-23
"1240",5,24,2018,38,2018-05-24
"1241",5,25,2018,60,2018-05-25
"1242",5,26,2018,46,2018-05-26
"1243",5,27,2018,47,2018-05-27
"1244",5,28,2018,29,2018-05-28
"1245",5,29,2018,19,2018-05-29
"1246",5,30,2018,8,2018-05-30
"1247",5,31,2018,0,2018-05-31
"1248",6,1,2018,0,2018-06-01
"1249",6,2,2018,0,2018-06-02
"1250",6,3,2018,0,2018-06-03
"1251",6,4,2018,0,2018-06-04
"1252",6,5,2018,0,2018-06-05
"1253",6,6,2018,0,2018-06-06
"1254",6,7,2018,0,2018-06-07
"1255",6,8,2018,0,2018-06-08
"1256",6,9,2018,0,2018-06-09
"1257",6,10,2018,0,2018-06-10
"1258",6,11,2018,0,2018-06-11
"1259",6,12,2018,0,2018-06-12
"1260",6,13,2018,0,2018-06-13
"1261",6,14,2018,0,2018-06-14
"1262",6,15,2018,0,2018-06-15
"1263",6,16,2018,0,2018-06-16
"1264",6,17,2018,0,2018-06-17
"1265",6,18,2018,0,2018-06-18
"1266",6,19,2018,0,2018-06-19
"1267",6,20,2018,0,2018-06-20
"1268",6,21,2018,0,2018-06-21
"1269",6,22,2018,0,2018-06-22
"1270",6,23,2018,0,2018-06-23
"1271",6,24,2018,0,2018-06-24
"1272",6,25,2018,0,2018-06-25
"1273",6,26,2018,0,2018-06-26
"1274",6,27,2018,0,2018-06-27
"1275",6,28,2018,0,2018-06-28
"1276",6,29,2018,0,2018-06-29
"1277",6,30,2018,0,2018-06-30
"1278",7,1,2018,0,2018-07-01
"1279",7,2,2018,0,2018-07-02
"1280",7,3,2018,0,2018-07-03
"1281",7,4,2018,0,2018-07-04
"1282",7,5,2018,0,2018-07-05
"1283",7,6,2018,0,2018-07-06
"1284",7,7,2018,0,2018-07-07
"1285",7,8,2018,0,2018-07-08
"1286",7,9,2018,0,2018-07-09
"1287",7,10,2018,0,2018-07-10
"1288",7,11,2018,0,2018-07-11
"1289",7,12,2018,0,2018-07-12
"1290",7,13,2018,0,2018-07-13
"1291",7,14,2018,0,2018-07-14
"1292",7,15,2018,0,2018-07-15
"1293",7,16,2018,0,2018-07-16
"1294",7,17,2018,0,2018-07-17
"1295",7,18,2018,0,2018-07-18
"1296",7,19,2018,0,2018-07-19
"1297",7,20,2018,0,2018-07-20
"1298",7,21,2018,0,2018-07-21
"1299",7,22,2018,0,2018-07-22
"1300",7,23,2018,0,2018-07-23
"1301",7,24,2018,0,2018-07-24
"1302",7,25,2018,0,2018-07-25
"1303",7,26,2018,0,2018-07-26
"1304",7,27,2018,0,2018-07-27
"1305",7,28,2018,0,2018-07-28
"1306",7,29,2018,0,2018-07-29
"1307",7,30,2018,0,2018-07-30
"1308",7,31,2018,0,2018-07-31
"1309",8,1,2018,0,2018-08-01
"1310",8,2,2018,0,2018-08-02
"1311",8,3,2018,0,2018-08-03
"1312",8,4,2018,0,2018-08-04
"1313",8,5,2018,0,2018-08-05
"1314",8,6,2018,0,2018-08-06
"1315",8,7,2018,0,2018-08-07
"1316",8,8,2018,0,2018-08-08
"1317",8,9,2018,0,2018-08-09
"1318",8,10,2018,0,2018-08-10
"1319",8,11,2018,0,2018-08-11
"1320",8,12,2018,0,2018-08-12
"1321",8,13,2018,0,2018-08-13
"1322",8,14,2018,0,2018-08-14
"1323",8,15,2018,0,2018-08-15
"1324",8,16,2018,0,2018-08-16
"1325",8,17,2018,0,2018-08-17
"1326",8,18,2018,0,2018-08-18
"1327",8,19,2018,0,2018-08-19
"1328",8,20,2018,0,2018-08-20
"1329",8,21,2018,0,2018-08-21
"1330",8,22,2018,0,2018-08-22
"1331",8,23,2018,0,2018-08-23
"1332",8,24,2018,0,2018-08-24
"1333",8,25,2018,0,2018-08-25
"1334",8,26,2018,0,2018-08-26
"1335",8,27,2018,0,2018-08-27
"1336",8,28,2018,0,2018-08-28
"1337",8,29,2018,0,2018-08-29
"1338",8,30,2018,0,2018-08-30
"1339",8,31,2018,0,2018-08-31
"1340",9,1,2018,0,2018-09-01
"1341",9,2,2018,0,2018-09-02
"1342",9,3,2018,0,2018-09-03
"1343",9,4,2018,0,2018-09-04
"1344",9,5,2018,0,2018-09-05
"1345",9,6,2018,0,2018-09-06
"1346",9,7,2018,0,2018-09-07
"1347",9,8,2018,0,2018-09-08
"1348",9,9,2018,0,2018-09-09
"1349",9,10,2018,0,2018-09-10
"1350",9,11,2018,0,2018-09-11
"1351",9,12,2018,0,2018-09-12
"1352",9,13,2018,0,2018-09-13
"1353",9,14,2018,0,2018-09-14
"1354",9,15,2018,0,2018-09-15
"1355",9,16,2018,0,2018-09-16
"1356",9,17,2018,0,2018-09-17
"1357",9,18,2018,0,2018-09-18
"1358",9,19,2018,0,2018-09-19
"1359",9,20,2018,0,2018-09-20
"1360",9,21,2018,0,2018-09-21
"1361",9,22,2018,0,2018-09-22
"1362",9,23,2018,0,2018-09-23
"1363",9,24,2018,0,2018-09-24
"1364",9,25,2018,0,2018-09-25
"1365",9,26,2018,0,2018-09-26
"1366",9,27,2018,0,2018-09-27
"1367",9,28,2018,0,2018-09-28
"1368",9,29,2018,0,2018-09-29
"1369",9,30,2018,0,2018-09-30
"1370",10,1,2018,0,2018-10-01
"1371",10,2,2018,0,2018-10-02
"1372",10,3,2018,0,2018-10-03
"1373",10,4,2018,0,2018-10-04
"1374",10,5,2018,0,2018-10-05
"1375",10,6,2018,0,2018-10-06
"1376",10,7,2018,0,2018-10-07
"1377",10,8,2018,0,2018-10-08
"1378",10,9,2018,0,2018-10-09
"1379",10,10,2018,0,2018-10-10
"1380",10,11,2018,0,2018-10-11
"1381",10,12,2018,0,2018-10-12
"1382",10,13,2018,0,2018-10-13
"1383",10,14,2018,0,2018-10-14
"1384",10,15,2018,0,2018-10-15
"1385",10,16,2018,0,2018-10-16
"1386",10,17,2018,0,2018-10-17
"1387",10,18,2018,0,2018-10-18
"1388",10,19,2018,0,2018-10-19
"1389",10,20,2018,0,2018-10-20
"1390",10,21,2018,0,2018-10-21
"1391",10,22,2018,0,2018-10-22
"1392",10,23,2018,0,2018-10-23
"1393",10,24,2018,0,2018-10-24
"1394",10,25,2018,0,2018-10-25
"1395",10,26,2018,0,2018-10-26
"1396",10,27,2018,0,2018-10-27
"1397",10,28,2018,0,2018-10-28
"1398",10,29,2018,0,2018-10-29
"1399",10,30,2018,0,2018-10-30
"1400",10,31,2018,0,2018-10-31
"1401",11,1,2018,0,2018-11-01
"1402",11,2,2018,0,2018-11-02
"1403",11,3,2018,0,2018-11-03
"1404",11,4,2018,0,2018-11-04
"1405",11,5,2018,0,2018-11-05
"1406",11,6,2018,0,2018-11-06
"1407",11,7,2018,0,2018-11-07
"1408",11,8,2018,0,2018-11-08
"1409",11,9,2018,0,2018-11-09
"1410",11,10,2018,0,2018-11-10
"1411",11,11,2018,0,2018-11-11
"1412",11,12,2018,0,2018-11-12
"1413",11,13,2018,0,2018-11-13
"1414",11,14,2018,0,2018-11-14
"1415",11,15,2018,0,2018-11-15
"1416",11,16,2018,0,2018-11-16
"1417",11,17,2018,0,2018-11-17
"1418",11,18,2018,0,2018-11-18
"1419",11,19,2018,0,2018-11-19
"1420",11,20,2018,0,2018-11-20
"1421",11,21,2018,0,2018-11-21
"1422",11,22,2018,0,2018-11-22
"1423",11,23,2018,0,2018-11-23
"1424",11,24,2018,0,2018-11-24
"1425",11,25,2018,0,2018-11-25
"1426",11,26,2018,0,2018-11-26
"1427",11,27,2018,0,2018-11-27
"1428",11,28,2018,0,2018-11-28
"1429",11,29,2018,0,2018-11-29
"1430",11,30,2018,0,2018-11-30
"1431",12,1,2018,0,2018-12-01
"1432",12,2,2018,0,2018-12-02
"1433",12,3,2018,0,2018-12-03
"1434",12,4,2018,0,2018-12-04
